	title	ref	typeBien	ville	price	surface	pieces	chambres	cuisine	garage	surface_terrain	nbSalleBain	balcon	terrace	jardin	classEnergy	gazEmission
179	Annonce : Vente Villa Niort (79000) 238 m² (692 000 €) 992769396706	992769396706	Villa	Niort	692000.0	238.0	8.0	0.0	Oui	Non	13712	2	Non	Non	Non	B	A
181	Annonce : Vente Maison Saint-Martin-de-Valgalgues (30520) 132 m² (399 000 €) 992769220244	992769220244	Maison	St	399000.0	132.0	5.0	0.0	Oui	Oui	15002	1	Non	Non	Non	A	ND
182	Annonce : Vente Maison Vernéville (57130) 106 m² (295 000 €) 992769220433	992769220433	Maison	Verneville	295000.0	106.0	4.0	0.0	Oui	Oui	4642	1	Non	Non	Non	D	B
183	Annonce : Vente Maison Saint-Privat-des-Vieux (30340) 98 m² (244 900 €) 992769680240	992769680240	Maison	St	244900.0	98.0	5.0	0.0	Non	Oui	5142	1	Non	Non	Non	ND	ND
184	Annonce : Vente Maison Boisset-et-Gaujac (30140) 170 m² (472 000 €) 992769580580	992769580580	Maison	Boisset	472000.0	170.0	8.0	0.0	Oui	Oui	63552	1	Non	Non	Non	ND	ND
185	Annonce : Vente Maison Albert (80300) 170 m² (119 565 €) 992759229055	992759229055	Maison	Albert	119565.0	170.0	5.0	0.0	Oui	Non	0	0	Non	Non	Non	E	E
186	Annonce : Vente Maison Bergerac (24100) 126 m² (228 750 €) 992766257489	992766257489	Maison	Bergerac	228750.0	126.0	3.0	0.0	Oui	Oui	4652	0	Non	Non	Non	B	A
187	Annonce : Vente Maison Secondigny (79130) 130 m² (131 250 €) 992768102612	992768102612	Maison	Secondigny	131250.0	130.0	7.0	0.0	Oui	Oui	8942	1	Non	Non	Non	E	E
188	Annonce : Vente Maison Montech (82700) 239 m² (539 000 €) 992769294135	992769294135	Maison	Montech	539000.0	239.0	6.0	0.0	Oui	Non	2750002	3	Non	Non	Non	C	C
191	Annonce : Vente Maison Châtellerault (86100) 85 m² (129 000 €) 992768985014	992768985014	Maison	Chatellerault	129000.0	85.0	5.0	0.0	Oui	Non	1300002	0	Non	Non	Non	F	F
192	Annonce : Vente Maison Béruges (86190) 148 m² (159 000 €) 992768985024	992768985024	Maison	Beruges	159000.0	148.0	6.0	0.0	Oui	Non	833002	2	Non	Non	Non	D	D
193	Annonce : Vente Maison Thoard (04380) 136 m² (97 000 €) 992768985058	992768985058	Maison	Thoard	97000.0	136.0	3.0	0.0	Oui	Non	0	0	Non	Non	Non	ND	ND
194	Annonce : Vente Maison Pannes (45700) 320 m² (445 000 €) 992768985072	992768985072	Maison	Pannes	445000.0	320.0	7.0	0.0	Oui	Oui	1111002	2	Non	Non	Non	B	A
195	Annonce : Vente Maison Croce (20237) 216 m² (60 000 €) 992768985086	992768985086	Maison	Croce	60000.0	216.0	8.0	0.0	Non	Non	0	2	Non	Non	Non	ND	ND
197	Annonce : Vente Maison Thoard (04380) 190 m² (253 000 €) 992768985131	992768985131	Maison	Thoard	253000.0	190.0	11.0	0.0	Oui	Oui	1621002	3	Non	Non	Non	G	G
198	Annonce : Vente Maison Marines (95640) 120 m² (410 500 €) 992768985142	992768985142	Maison	Marines	410500.0	120.0	5.0	0.0	Oui	Non	600002	2	Non	Non	Non	ND	ND
199	Annonce : Vente Maison Estoublon (04270) 127 m² (264 000 €) 992768985146	992768985146	Maison	Estoublon	264000.0	127.0	5.0	0.0	Oui	Non	947002	2	Non	Non	Non	E	B
200	Annonce : Vente Maison Juziers (78820) 196 m² (493 500 €) 992768985177	992768985177	Maison	Juziers	493500.0	196.0	7.0	0.0	Oui	Oui	1050002	1	Non	Non	Non	D	B
201	Annonce : Vente Maison Saintes (17100) 90 m² (39 000 €) 992763887792	992763887792	Maison	Saintes	39000.0	90.0	3.0	0.0	Non	Non	882	1	Non	Non	Non	E	F
204	Annonce : Vente Maison Préguillac (17460) 91 m² (256 800 €) 992767210998	992767210998	Maison	Preguillac	256800.0	91.0	4.0	0.0	Oui	Non	17332	0	Non	Non	Non	D	B
205	Annonce : Vente Maison Pau (64000) 167 m² (422 000 €) 992769288857	992769288857	Maison	Pau	422000.0	167.0	8.0	0.0	Oui	Oui	488002	1	Non	Non	Non	E	E
207	Annonce : Vente Maison Romagne (86700) 108 m² (45 000 €) 992769402240	992769402240	Maison	Romagne	45000.0	108.0	5.0	0.0	Oui	Non	0	0	Non	Non	Non	D	B
208	Annonce : Vente Maison Châteaudun (28200) 135 m² (269 000 €) 992769604598	992769604598	Maison	Chateaudun	269000.0	135.0	6.0	0.0	Non	Oui	1292002	1	Non	Non	Non	B	C
209	Annonce : Vente Maison Marcolès (15220) 76 m² (179 000 €) 992768984973	992768984973	Maison	Marcoles	179000.0	76.0	4.0	0.0	Oui	Non	345002	2	Non	Non	Non	F	C
210	Annonce : Vente Maison Celon (36200) 171 m² (249 000 €) 992768985017	992768985017	Maison	Celon	249000.0	171.0	7.0	0.0	Oui	Non	64345002	1	Non	Non	Non	E	B
211	Annonce : Vente Maison Curzay-sur-Vonne (86600) 141 m² (89 000 €) 992768985023	992768985023	Maison	Curzay	89000.0	141.0	6.0	0.0	Oui	Non	1042002	1	Non	Non	Non	C	A
212	Annonce : Vente Maison Thenay (36800) 171 m² (170 000 €) 992768985025	992768985025	Maison	Thenay	170000.0	171.0	6.0	0.0	Oui	Non	1520002	0	Non	Non	Non	C	A
213	Annonce : Vente Maison Jouy-le-Moutier (95280) 102 m² (336 900 €) 992768985077	992768985077	Maison	Jouy	336900.0	102.0	5.0	0.0	Oui	Oui	272002	1	Non	Non	Non	D	D
214	Annonce : Vente Maison Mayenne (53100) 131 m² (191 490 €) 992768985112	992768985112	Maison	Mayenne	191490.0	131.0	6.0	0.0	Oui	Non	532002	1	Non	Non	Non	E	B
215	Annonce : Vente Maison Bergerac (24100) 104 m² (153 000 €) 992768985116	992768985116	Maison	Bergerac	153000.0	104.0	3.0	0.0	Oui	Non	0	2	Non	Non	Non	D	D
221	Annonce : Vente Maison Faulquemont (57380) 110 m² (125 000 €) 992768594346	992768594346	Maison	Faulquemont	125000.0	110.0	5.0	0.0	Oui	Oui	4002	1	Non	Non	Non	D	A
222	Annonce : Vente Maison Morhange (57340) 219 m² (129 500 €) 992768594350	992768594350	Maison	Morhange	129500.0	219.0	7.0	0.0	Oui	Non	3902	1	Non	Non	Non	C	D
223	Annonce : Vente Maison Rémilly (57580) 180 m² (60 000 €) 992768594362	992768594362	Maison	Remilly	60000.0	180.0	1.0	0.0	Non	Oui	3462	0	Non	Non	Non	ND	ND
224	Annonce : Vente Maison Baudrecourt (57580) 136 m² (140 800 €) 992768847740	992768847740	Maison	Baudrecourt	140800.0	136.0	5.0	0.0	Non	Oui	8472	1	Non	Non	Non	D	D
227	Annonce : Vente Maison Ruffec (16700) 150 m² (261 450 €) 992765400335	992765400335	Maison	Ruffec	261450.0	150.0	5.0	0.0	Oui	Oui	14642	1	Non	Non	Non	D	D
228	Annonce : Vente Maison Ambernac (16490) 115 m² (75 000 €) 992767545519	992767545519	Maison	Ambernac	75000.0	115.0	4.0	0.0	Oui	Oui	1422	1	Non	Non	Non	C	D
231	Annonce : Vente Maison L'Isle-d'Espagnac (16340) 128 m² (194 250 €) 992768213681	992768213681	Maison	L'isle	194250.0	128.0	4.0	0.0	Oui	Oui	5852	1	Non	Non	Non	G	F
232	Annonce : Vente Maison Saint-Martial-de-Valette (24300) 100 m² (185 850 €) 992767780515	992767780515	Maison	Saint	185850.0	100.0	6.0	0.0	Oui	Oui	10002	7	Non	Non	Non	G	C
233	Annonce : Vente Maison Ruelle-sur-Touvre (16600) 170 m² (241 500 €) 992769126295	992769126295	Maison	Ruelle	241500.0	170.0	8.0	0.0	Oui	Non	9002	0	Non	Non	Non	D	B
234	Annonce : Vente Maison Ruffec (16700) 70 m² (78 000 €) 992768976093	992768976093	Maison	Ruffec	78000.0	70.0	3.0	0.0	Oui	Non	0	0	Non	Non	Non	E	E
235	Annonce : Vente Maison Magny-en-Vexin (95420) 115 m² (316 500 €) 992769081026	992769081026	Maison	Magny	316500.0	115.0	6.0	0.0	Oui	Non	0	1	Non	Non	Non	D	B
236	Annonce : Vente Maison Magny-en-Vexin (95420) 178 m² (383 250 €) 992769279119	992769279119	Maison	Magny	383250.0	178.0	7.0	0.0	Oui	Oui	6482	2	Non	Non	Non	D	B
240	Annonce : Vente Maison Magny-en-Vexin (95420) 145 m² (356 600 €) 992768567873	992768567873	Maison	Magny	356600.0	145.0	7.0	0.0	Oui	Non	11352	1	Non	Non	Non	E	B
241	Annonce : Vente Maison Gisors (27140) 74 m² (123 500 €) 992769142014	992769142014	Maison	Gisors	123500.0	74.0	3.0	0.0	Oui	Non	0	1	Non	Non	Non	G	C
242	Annonce : Vente Maison Chaulgnes (58400) 94 m² (176 500 €) 992769342382	992769342382	Maison	Chaulgnes	176500.0	94.0	5.0	0.0	Oui	Non	0	0	Non	Non	Non	E	D
243	Annonce : Vente Maison Saint-Sernin-du-Bois (71200) 81 m² (66 500 €) 992769400932	992769400932	Maison	St	66500.0	81.0	4.0	0.0	Oui	Oui	5362	0	Non	Non	Non	F	C
244	Annonce : Vente Maison Carcès (83570) 213 m² (645 000 €) 992769400936	992769400936	Maison	Carces	645000.0	213.0	8.0	0.0	Oui	Oui	18932	2	Non	Non	Non	D	B
245	Annonce : Vente Maison Ambleville (16300) 210 m² (188 000 €) 992769402202	992769402202	Maison	Ambleville	188000.0	210.0	7.0	0.0	Non	Oui	25982	2	Non	Non	Non	E	E
246	Annonce : Vente Maison Vouneuil-sous-Biard (86580) 125 m² (261 000 €) 992769517745	992769517745	Maison	Vouneuil	261000.0	125.0	5.0	0.0	Oui	Oui	7352	1	Non	Non	Non	D	C
249	Annonce : Vente Maison Saint-Clément-de-la-Place (49370) 200 m² (168 000 €) 992767847723	992767847723	Maison	St	168000.0	200.0	6.0	0.0	Oui	Non	9002	0	Non	Non	Non	ND	ND
253	Annonce : Vente Ferme Sancoins (18600) 140 m² (153 725 €) 992767848925	992767848925	Ferme	Sancoins	153725.0	140.0	4.0	0.0	Non	Oui	80002	0	Non	Non	Non	F	C
255	Annonce : Vente Maison Châtillon-sur-Indre (36700) 59 m² (59 950 €) 992767859585	992767859585	Maison	Chatillon	59950.0	59.0	3.0	0.0	Oui	Non	3522	0	Non	Non	Non	E	B
260	Annonce : Vente Maison Callas (83830) 110 m² (240 000 €) 992767861892	992767861892	Maison	Callas	240000.0	110.0	4.0	0.0	Oui	Non	0	1	Non	Non	Non	C	A
265	Annonce : Vente Maison Brié-et-Angonnes (38320) 250 m² (550 000 €) 992767847628	992767847628	Maison	Brie	550000.0	250.0	6.0	0.0	Oui	Oui	19002	2	Non	Non	Non	C	D
266	Annonce : Vente Maison Bubry (56310) 343 m² (393 300 €) 992767847784	992767847784	Maison	Bubry	393300.0	343.0	10.0	0.0	Oui	Oui	64652	2	Non	Non	Non	C	D
268	Annonce : Vente Maison Tillac (32170) 106 m² (212 000 €) 992767859592	992767859592	Maison	Tillac	212000.0	106.0	4.0	0.0	Oui	Oui	46002	1	Non	Non	Non	B	A
278	Annonce : Vente Maison Lorgues (83510) 75 m² (369 250 €) 992768142079	992768142079	Maison	Lorgues	369250.0	75.0	3.0	0.0	Oui	Non	9402	0	Non	Non	Non	D	C
279	Annonce : Vente Maison Fontenay-le-Comte (85200) 156 m² (260 000 €) 992768221078	992768221078	Maison	Fontenay	260000.0	156.0	7.0	0.0	Oui	Non	6722	1	Non	Non	Non	C	A
280	Annonce : Vente Maison Lembeye (64350) 124 m² (81 750 €) 992768231890	992768231890	Maison	Lembeye	81750.0	124.0	6.0	0.0	Oui	Oui	46242	1	Non	Non	Non	D	B
282	Annonce : Vente Maison Saint-Martin-l'Ars (86350) 66 m² (54 990 €) 992768572637	992768572637	Maison	St	54990.0	66.0	3.0	0.0	Oui	Oui	9382	1	Non	Non	Non	G	E
287	Annonce : Vente Maison Lézat-sur-Lèze (09210) 160 m² (312 000 €) 992768594875	992768594875	Maison	Lezat	312000.0	160.0	5.0	0.0	Oui	Non	1622	0	Non	Non	Non	D	D
289	Annonce : Vente Maison L'Île-Bouchard (37220) 140 m² (239 000 €) 992768904826	992768904826	Maison	L	239000.0	140.0	6.0	0.0	Oui	Oui	10302	1	Non	Non	Non	E	B
292	Annonce : Vente Maison Saint-Laurent-de-Mure (69720) 174 m² (399 000 €) 992768936479	992768936479	Maison	St	399000.0	174.0	5.0	0.0	Oui	Oui	10002	0	Non	Non	Non	E	D
294	Annonce : Vente Maison Saint-Jean-de-Niost (01800) 112 m² (489 000 €) 992769574556	992769574556	Maison	St	489000.0	112.0	5.0	0.0	Oui	Oui	24152	1	Non	Non	Non	E	D
296	Annonce : Vente Maison Jazeneuil (86600) 120 m² (180 200 €) 992769589385	992769589385	Maison	Jazeneuil	180200.0	120.0	5.0	0.0	Oui	Oui	55002	1	Non	Non	Non	D	E
297	Annonce : Vente Maison Lorgues (83510) 140 m² (540 000 €) 992769353588	992769353588	Maison	Lorgues	540000.0	140.0	5.0	0.0	Oui	Oui	15002	1	Non	Non	Non	C	C
300	Annonce : Vente Maison Colombier-Saugnieu (69124) 151 m² (379 000 €) 992769589386	992769589386	Maison	Colombier	379000.0	151.0	5.0	0.0	Oui	Non	5702	1	Non	Non	Non	C	C
301	Annonce : Vente Maison Saint-Hilaire-de-Riez (85270) 34 m² (149 500 €) 992769589390	992769589390	Maison	St	149500.0	34.0	2.0	0.0	Non	Oui	0	0	Non	Non	Non	G	D
302	Annonce : Vente Maison Rabastens-de-Bigorre (65140) 220 m² (284 000 €) 992769604567	992769604567	Maison	Rabastens	284000.0	220.0	8.0	0.0	Oui	Oui	18802	1	Non	Non	Non	D	D
306	Annonce : Vente Maison Chaunay (86510) 200 m² (319 200 €) 992769382929	992769382929	Maison	Chaunay	319200.0	200.0	9.0	0.0	Oui	Oui	7012	1	Non	Non	Non	D	E
310	Annonce : Vente Maison Nanterre (92000) 95 m² (720 000 €) 992769679781	992769679781	Maison	Nanterre	720000.0	95.0	5.0	0.0	Oui	Non	3902	0	Non	Non	Non	A	ND
312	Annonce : Vente Maison Salernes (83690) 138 m² (399 000 €) 992769023739	992769023739	Maison	Salernes	399000.0	138.0	4.0	0.0	Oui	Oui	8652	1	Non	Non	Non	C	A
315	Annonce : Vente Ferme Nonzeville (88600) 300 m² (351 900 €) 992769336618	992769336618	Ferme	Nonzeville	351900.0	300.0	7.0	0.0	Oui	Oui	56002	1	Non	Non	Non	C	A
316	Annonce : Vente Maison Moult (14370) 150 m² (278 100 €) 992769354394	992769354394	Maison	Moult	278100.0	150.0	5.0	0.0	Oui	Oui	5582	1	Non	Non	Non	F	C
331	Annonce : Vente Maison Cavillargues (30330) 74 m² (267 000 €) 992769274655	992769274655	Maison	Cavillargues	267000.0	74.0	3.0	0.0	Oui	Oui	502	0	Non	Non	Non	B	A
332	Annonce : Vente Maison Saint-André-d'Olérargues (30330) 248 m² (345 000 €) 992769299729	992769299729	Maison	St	345000.0	248.0	11.0	0.0	Oui	Non	17812	2	Non	Non	Non	C	A
333	Annonce : Vente Maison Anisy (14610) 112 m² (319 000 €) 9926337600	9926337600	Maison	Anisy	319000.0	112.0	5.0	0.0	Oui	Non	0	0	Non	Non	Non	ND	ND
334	Annonce : Vente Maison Soulac-sur-Mer (33780) 198 m² (468 000 €) 992769429091	992769429091	Maison	Soulac-sur-mer	468000.0	198.0	7.0	0.0	Oui	Non	63942	0	Non	Non	Non	C	A
335	Annonce : Vente Maison Saint-André-de-Cubzac (33240) 158 m² (492 000 €) 992769692636	992769692636	Maison	Saint-andré-de-cubzac	492000.0	158.0	7.0	0.0	Oui	Non	42622	1	Non	Non	Non	C	A
336	Annonce : Vente Maison Œting (57600) 245 m² (549 000 €) 9926425380	9926425380	Maison	Œting	549000.0	245.0	8.0	0.0	Oui	Non	18562	3	Non	Non	Non	D	B
339	Annonce : Vente Maison Saint-André-de-Cubzac (33240) 147 m² (263 000 €) 992766576687	992766576687	Maison	Saint-andré-de-cubzac	263000.0	147.0	6.0	0.0	Oui	Non	2402	1	Non	Non	Non	F	C
340	Annonce : Vente Maison Saint-André-de-Cubzac (33240) 103 m² (314 000 €) 992766622398	992766622398	Maison	Saint-andré-de-cubzac	314000.0	103.0	5.0	0.0	Oui	Oui	9642	1	Non	Non	Non	B	A
341	Annonce : Vente Maison Saint-André-de-Cubzac (33240) 94 m² (231 500 €) 992767777989	992767777989	Maison	Saint-andré-de-cubzac	231500.0	94.0	4.0	0.0	Oui	Oui	1642	1	Non	Non	Non	ND	ND
342	Annonce : Vente Maison Saint-André-de-Cubzac (33240) 122 m² (291 000 €) 992769251797	992769251797	Maison	Saint-andré-de-cubzac	291000.0	122.0	5.0	0.0	Oui	Non	11802	1	Non	Non	Non	D	A
343	Annonce : Vente Maison Saint-André-de-Cubzac (33240) 135 m² (330 000 €) 992766753962	992766753962	Maison	Saint-andré-de-cubzac	330000.0	135.0	5.0	0.0	Oui	Oui	14162	0	Non	Non	Non	C	A
344	Annonce : Vente Maison Saint-André-de-Cubzac (33240) 145 m² (377 000 €) 992766855438	992766855438	Maison	Saint-andré-de-cubzac	377000.0	145.0	6.0	0.0	Oui	Non	84042	0	Non	Non	Non	C	A
345	Annonce : Vente Maison Saint-Savin (33920) 130 m² (240 000 €) 992767556845	992767556845	Maison	Saint-savin	240000.0	130.0	6.0	0.0	Oui	Oui	10132	0	Non	Non	Non	D	A
346	Annonce : Vente Maison Sainte-Foy-la-Grande (33220) 272 m² (236 500 €) 992768830748	992768830748	Maison	Sainte-foy-la-grande	236500.0	272.0	8.0	0.0	Non	Oui	96482	0	Non	Non	Non	ND	ND
348	Annonce : Vente Maison Chartres (28000) 80 m² (239 800 €) 992769498150	992769498150	Maison	Chartres	239800.0	80.0	5.0	0.0	Oui	Non	5262	0	Non	Non	Non	F	E
349	Annonce : Vente Maison Saint-Maurice (94410) 53 m² (736 500 €) 992760581654	992760581654	Maison	Saint-maurice	736500.0	53.0	2.0	0.0	Oui	Oui	0	1	Non	Non	Non	ND	ND
350	Annonce : Vente Maison Kauffenheim (67480) 161 m² (459 000 €) 992768103704	992768103704	Maison	Kauffenheim	459000.0	161.0	6.0	0.0	Oui	Oui	7002	1	Non	Non	Non	C	A
351	Annonce : Vente Maison Trets (13530) 210 m² (849 000 €) 992768725741	992768725741	Maison	Trets	849000.0	210.0	6.0	0.0	Oui	Oui	40262	1	Non	Non	Non	B	C
352	Annonce : Vente Maison Peypin (13124) 137 m² (549 000 €) 992769680916	992769680916	Maison	Peypin	549000.0	137.0	4.0	0.0	Oui	Oui	12502	1	Non	Non	Non	D	B
353	Annonce : Vente Maison Comps (30300) 96 m² (149 500 €) 992769580091	992769580091	Maison	Comps	149500.0	96.0	3.0	0.0	Oui	Non	0	1	Non	Non	Non	C	A
354	Annonce : Vente Maison Montfrin (30490) 87 m² (192 500 €) 992769580095	992769580095	Maison	Montfrin	192500.0	87.0	3.0	0.0	Oui	Oui	0	0	Non	Non	Non	E	ND
355	Annonce : Vente Maison Comps (30300) 108 m² (288 000 €) 992769580094	992769580094	Maison	Comps	288000.0	108.0	4.0	0.0	Oui	Oui	2002	0	Non	Non	Non	C	A
357	Annonce : Vente Maison Rambouillet (78120) 141 m² (270 000 €) 992766389917	992766389917	Maison	Rambouillet	270000.0	141.0	7.0	0.0	Oui	Non	12392	2	Non	Non	Non	F	G
358	Annonce : Vente Maison Saint-Léger-en-Yvelines (78610) 143 m² (635 000 €) 992766702430	992766702430	Maison	Saint-léger-en-yvelines	635000.0	143.0	6.0	0.0	Oui	Non	17142	1	Non	Non	Non	C	C
359	Annonce : Vente Maison Cessy (01170) 230 m² (890 000 €) 992769273581	992769273581	Maison	Cessy	890000.0	230.0	6.0	0.0	Oui	Oui	8272	1	Non	Non	Non	ND	ND
360	Annonce : Vente Maison Échenevex (01170) 85 m² (445 000 €) 992769181842	992769181842	Maison	Échenevex	445000.0	85.0	4.0	0.0	Oui	Oui	2002	1	Non	Non	Non	ND	ND
361	Annonce : Vente Maison Prévessin-Moëns (01280) 220 m² (885 000 €) 992768104140	992768104140	Maison	Prévessin-moens	885000.0	220.0	6.0	0.0	Oui	Non	10862	2	Non	Non	Non	A	G
362	Annonce : Vente Maison Thoiry (01710) 115 m² (620 000 €) 992768942992	992768942992	Maison	Thoiry	620000.0	115.0	5.0	0.0	Oui	Oui	3802	1	Non	Non	Non	A	G
363	Annonce : Vente Maison Saint-Genis-Pouilly (01630) 120 m² (645 000 €) 992769708522	992769708522	Maison	Saint-genis-pouilly	645000.0	120.0	5.0	0.0	Oui	Oui	4202	1	Non	Non	Non	ND	ND
366	Annonce : Vente Maison Saint-Genis-Pouilly (01630) 165 m² (799 000 €) 992769559974	992769559974	Maison	Saint-genis-pouilly	799000.0	165.0	5.0	0.0	Oui	Oui	8702	0	Non	Non	Non	C	ND
367	Annonce : Vente Maison Grilly (01220) 250 m² (980 000 €) 992769677307	992769677307	Maison	Grilly	980000.0	250.0	9.0	0.0	Oui	Oui	10002	1	Non	Non	Non	ND	ND
368	Annonce : Vente Maison Saint-Genis-Pouilly (01630) 138 m² (815 000 €) 992768942982	992768942982	Maison	Saint-genis-pouilly	815000.0	138.0	6.0	0.0	Oui	Oui	10332	1	Non	Non	Non	ND	ND
369	Annonce : Vente Maison Péron (01630) 120 m² (599 000 €) 992769273576	992769273576	Maison	Péron	599000.0	120.0	5.0	0.0	Oui	Oui	9902	0	Non	Non	Non	D	ND
370	Annonce : Vente Maison Thoiry (01710) 150 m² (595 000 €) 992768942980	992768942980	Maison	Thoiry	595000.0	150.0	5.0	0.0	Oui	Oui	4252	1	Non	Non	Non	A	F
371	Annonce : Vente Maison Gex (01170) 175 m² (770 000 €) 992767748864	992767748864	Maison	Gex	770000.0	175.0	7.0	0.0	Oui	Oui	19752	1	Non	Non	Non	A	ND
372	Annonce : Vente Maison Collonges (01550) 150 m² (595 000 €) 992769028091	992769028091	Maison	Collonges	595000.0	150.0	5.0	0.0	Oui	Oui	9352	0	Non	Non	Non	B	G
373	Annonce : Vente Maison Gex (01170) 100 m² (445 000 €) 992769727405	992769727405	Maison	Gex	445000.0	100.0	3.0	0.0	Oui	Oui	3502	1	Non	Non	Non	ND	ND
378	Annonce : Vente Maison Caussade (82300) 57 m² (85 500 €) 992769704940	992769704940	Maison	Caussade	85500.0	57.0	3.0	0.0	Non	Non	0	0	Non	Non	Non	ND	ND
379	Annonce : Vente Maison Orleix (65800) 106 m² (198 250 €) 992769600516	992769600516	Maison	Orleix	198250.0	106.0	4.0	0.0	Oui	Non	23512	0	Non	Non	Non	C	A
380	Annonce : Vente Maison Mâcon (71000) 155 m² (279 000 €) 992769018209	992769018209	Maison	Macon	279000.0	155.0	6.0	0.0	Oui	Non	12102	1	Non	Non	Non	E	E
382	Annonce : Vente Maison Mouroux (77120) 128 m² (339 000 €) 992769688133	992769688133	Maison	Mouroux	339000.0	128.0	5.0	0.0	Oui	Oui	5702	1	Non	Non	Non	E	B
383	Annonce : Vente Maison Crécy-la-Chapelle (77580) 128 m² (339 000 €) 992769167833	992769167833	Maison	Crecy	339000.0	128.0	5.0	0.0	Oui	Oui	5702	1	Non	Non	Non	E	B
384	Annonce : Vente Maison Flogny-la-Chapelle (89360) 109 m² (161 000 €) 992769740640	992769740640	Maison	Flogny	161000.0	109.0	4.0	0.0	Oui	Non	13462	0	Non	Non	Non	D	B
385	Annonce : Vente Maison Colomiers (31770) 102 m² (335 000 €) 992769740603	992769740603	Maison	Colomiers	335000.0	102.0	4.0	0.0	Oui	Oui	3592	1	Non	Non	Non	D	D
386	Annonce : Vente Maison Colomiers (31770) 108 m² (308 000 €) 992769740600	992769740600	Maison	Colomiers	308000.0	108.0	4.0	0.0	Oui	Non	3122	1	Non	Non	Non	D	D
387	Annonce : Vente Maison Beauzelle (31700) 105 m² (325 000 €) 992769740601	992769740601	Maison	Beauzelle	325000.0	105.0	5.0	0.0	Oui	Non	2512	1	Non	Non	Non	B	C
388	Annonce : Vente Maison Fonsorbes (31470) 117 m² (390 000 €) 992769740597	992769740597	Maison	Fonsorbes	390000.0	117.0	4.0	0.0	Oui	Oui	11962	1	Non	Non	Non	C	A
389	Annonce : Vente Maison Colomiers (31770) 105 m² (369 000 €) 992769740596	992769740596	Maison	Colomiers	369000.0	105.0	5.0	0.0	Oui	Oui	702	1	Non	Non	Non	B	A
390	Annonce : Vente Maison Cugnaux (31270) 204 m² (520 000 €) 992769740595	992769740595	Maison	Cugnaux	520000.0	204.0	6.0	0.0	Oui	Non	15142	2	Non	Non	Non	E	E
393	Annonce : Vente Maison Colomiers (31770) 117 m² (327 050 €) 992769740594	992769740594	Maison	Colomiers	327050.0	117.0	6.0	0.0	Oui	Oui	2572	1	Non	Non	Non	D	D
394	Annonce : Vente Maison Aussonne (31840) 156 m² (625 000 €) 992769740591	992769740591	Maison	Aussonne	625000.0	156.0	5.0	0.0	Oui	Oui	23642	1	Non	Non	Non	D	C
395	Annonce : Vente Maison Grisy-Suisnes (77166) 153 m² (564 000 €) 992769591407	992769591407	Maison	Grisy	564000.0	153.0	7.0	0.0	Oui	Oui	8672	1	Non	Non	Non	C	A
396	Annonce : Vente Maison Toulouse (31100) 87 m² (336 000 €) 992769740518	992769740518	Maison	Toulouse	336000.0	87.0	4.0	0.0	Oui	Oui	412	0	Non	Non	Non	ND	ND
397	Annonce : Vente Maison Champ-sur-Drac (38560) 125 m² (210 000 €) 992768427698	992768427698	Maison	Champ	210000.0	125.0	5.0	0.0	Oui	Non	0	1	Non	Non	Non	E	E
398	Annonce : Vente Maison Soullans (85300) 132 m² (369 400 €) 992769740500	992769740500	Maison	Soullans	369400.0	132.0	5.0	0.0	Oui	Non	12972	1	Non	Non	Non	ND	ND
400	Annonce : Vente Maison Saint-Hilaire-de-Riez (85270) 50 m² (190 800 €) 992769740492	992769740492	Maison	Saint	190800.0	50.0	3.0	0.0	Oui	Oui	0	1	Non	Non	Non	C	A
401	Annonce : Vente Maison Saint-Hilaire-de-Riez (85270) 118 m² (474 900 €) 992769740493	992769740493	Maison	Saint	474900.0	118.0	5.0	0.0	Oui	Non	5612	0	Non	Non	Non	E	F
402	Annonce : Vente Maison Saint-Jean-les-Deux-Jumeaux (77660) 30 m² (129 000 €) 992769740490	992769740490	Maison	Saint	129000.0	30.0	2.0	0.0	Oui	Non	6562	0	Non	Non	Non	G	G
404	Annonce : Vente Maison Lézignan-Corbières (11200) 135 m² (269 900 €) 992769740480	992769740480	Maison	Lezignan	269900.0	135.0	5.0	0.0	Oui	Non	9892	1	Non	Non	Non	D	B
405	Annonce : Vente Maison Saint-Étienne-du-Rouvray (76800) 84 m² (243 500 €) 992769740477	992769740477	Maison	Saint	243500.0	84.0	5.0	0.0	Oui	Non	4112	0	Non	Non	Non	D	E
406	Annonce : Vente Maison Saint-Étienne-du-Rouvray (76800) 72 m² (152 500 €) 992769740476	992769740476	Maison	Saint	152500.0	72.0	4.0	0.0	Oui	Non	1052	0	Non	Non	Non	D	D
408	Annonce : Vente Maison Gisors (27140) 102 m² (202 280 €) 992769740473	992769740473	Maison	Gisors	202280.0	102.0	4.0	0.0	Oui	Non	2832	0	Non	Non	Non	E	B
409	Annonce : Vente Maison Meulan (78250) 74 m² (237 500 €) 992769740472	992769740472	Maison	Meulan	237500.0	74.0	4.0	0.0	Oui	Non	3002	0	Non	Non	Non	D	D
410	Annonce : Vente Maison Vauréal (95490) 90 m² (349 900 €) 992769210858	992769210858	Maison	Vaureal	349900.0	90.0	5.0	0.0	Oui	Oui	5712	0	Non	Non	Non	E	E
